CustomerID,Segment,Cluster,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Predicted_CLV_12m,Expected_Purchases_12m,Probability_Alive,Churn_Probability,Risk_Level,Recommended_Action
14622,Inactive,1,185,1,320.58000000000004,1,1,2,112,458.10976754228847,0.0392174158283779,1.0,0.9999776962114252,High,Low Priority: Automated email only
14623,Silver Tier,0,32,5,886.7,4,4,3,443,1219.1274845758703,0.1904589764414233,0.99939688545523,2.2303788574989992e-05,Low,Maintain: Standard loyalty program
14624,Silver Tier,0,57,2,225.85,3,3,1,331,1105.1368399107869,0.1710992509306336,0.9985052550044518,2.2303788574990385e-05,Low,Maintain: Standard loyalty program
14625,Inactive,1,196,2,899.63,1,3,3,133,527.3983826426771,0.0509047720004628,0.9984533902624658,0.9999776962114252,High,Low Priority: Automated email only
14626,Silver Tier,0,24,4,2791.27,4,4,5,445,2760.935011423623,0.1520097861016295,0.999467993220408,2.230378857499003e-05,Low,Maintain: Standard loyalty program
14628,Silver Tier,0,91,2,671.96,2,3,3,233,753.7347818616424,0.0704297523374963,0.99904165979768,0.9999776962114252,High,Send: Standard win-back offer
14629,Silver Tier,0,4,2,955.26,5,3,4,534,2049.9322735211936,0.1889925004522946,0.9994569228200364,2.2303788574990148e-05,Low,Maintain: Standard loyalty program
14631,Silver Tier,0,51,3,1006.98,3,3,4,334,969.3143675273222,0.0923805955273566,0.999328964989562,2.2303788574990226e-05,Low,Maintain: Standard loyalty program
14632,Inactive,1,263,1,114.56,1,1,1,111,350.16733507934754,0.0299733541292174,1.0,0.9999776962114252,High,Low Priority: Automated email only
14633,Inactive,1,266,1,344.90000000000003,1,1,2,112,345.98669741276063,0.0296153678574663,1.0,0.9999776962114252,High,Low Priority: Automated email only
14636,Silver Tier,0,36,2,609.85,3,3,3,333,669.7593830792122,0.0650162105105583,0.9993739500944308,2.230378857499003e-05,Low,Maintain: Standard loyalty program
14638,Silver Tier,0,51,1,443.6,3,1,2,312,973.891045138813,0.0834114029271052,1.0,2.2303788574990263e-05,Low,Maintain: Standard loyalty program
14639,Silver Tier,0,52,6,2984.49,3,5,5,355,2013.9393145100696,0.1067395473800074,0.9993566760963164,2.2303788574990307e-05,Low,Maintain: Standard loyalty program
14640,Silver Tier,0,24,6,2107.38,4,5,5,455,2363.544965100144,0.2361537411981727,0.999476607657954,2.2303788574989992e-05,Low,Maintain: Standard loyalty program
14641,Silver Tier,0,22,1,110.46,4,1,1,411,1287.698184584735,0.1103151500121465,1.0,2.2303788574990226e-05,Low,Maintain: Standard loyalty program
14642,Silver Tier,0,59,1,96.12,3,1,1,311,912.546967178022,0.0781534389798333,1.0,2.2303788574990937e-05,Low,Maintain: Standard loyalty program
14643,Inactive,1,170,2,693.8100000000001,2,3,3,233,545.8119751965027,0.0512758250065497,0.9987131197590364,0.9999776962114252,High,Low Priority: Automated email only
14644,Silver Tier,0,68,2,830.76,3,3,3,333,874.8740148858715,0.0596937003055367,0.9992640163426773,2.2303788574990703e-05,Low,Maintain: Standard loyalty program
14645,Inactive,1,157,2,597.09,2,3,3,233,694.8470207660689,0.0636349558047963,0.9984652483828272,0.9999776962114252,High,Low Priority: Automated email only
14646,Platinum Tier,4,2,73,280206.02,5,5,5,555,222166.7110121718,1.271806989637777,0.9999231698376824,2.230378857499209e-05,Low,Maintain: Continue white-glove service
14647,Inactive,1,201,1,236.04,1,1,1,111,429.2691259765146,0.0367473536403994,1.0,0.9999776962114252,High,Low Priority: Automated email only
14649,Silver Tier,0,5,4,1402.59,5,4,4,544,1398.4222101616515,0.1206875572736009,0.9995380401160224,2.2303788574990148e-05,Low,Maintain: Standard loyalty program
14651,Silver Tier,0,67,2,653.75,3,3,3,333,733.0128787231171,0.0782390902833716,0.999160710954762,2.2303788574990703e-05,Low,Maintain: Standard loyalty program
14652,Silver Tier,0,77,1,114.18,2,1,1,211,793.7994213099503,0.0679765533927228,1.0,2.2303788574992645e-05,Low,Maintain: Standard loyalty program
14653,Silver Tier,0,1,7,1926.65,5,5,4,554,1617.6824567088488,0.1717692174412261,0.9996755844685776,2.2303788574990185e-05,Low,Maintain: Standard loyalty program
14655,Silver Tier,0,8,4,1932.23,5,4,4,544,1709.5976428963988,0.1577725107877322,0.9995628672287644,2.2303788574990107e-05,Low,Maintain: Standard loyalty program
14656,Inactive,1,169,2,291.05,2,3,2,232,517.4178227381694,0.0621792284215573,0.9983188370350043,0.9999776962114252,High,Low Priority: Automated email only
14657,Silver Tier,0,18,4,848.22,4,4,3,443,717.195379189682,0.1162202552031373,0.9995350728528914,2.2303788574989992e-05,Low,Maintain: Standard loyalty program
14658,Silver Tier,0,5,2,247.15,5,3,1,531,928.000282011516,0.1178337134940507,0.9994646566147816,2.230378857499082e-05,Low,Maintain: Standard loyalty program
14659,Silver Tier,0,9,9,2529.93,5,5,5,555,2046.656364742737,0.2758047363241341,0.9996989264043707,2.230378857499007e-05,Low,Maintain: Standard loyalty program
14660,Silver Tier,0,87,2,285.74,2,3,2,232,1075.3509238605325,0.1295202639142688,0.9981338766310252,2.2303788574997476e-05,Low,Maintain: Standard loyalty program
14661,Silver Tier,0,27,1,107.95,4,1,1,411,1219.9222926807831,0.1045036164576723,1.0,2.2303788574990185e-05,Low,Maintain: Standard loyalty program
14662,Silver Tier,0,29,4,741.37,4,4,3,443,907.0797204820518,0.1192325209252947,0.9994754970881222,2.2303788574989992e-05,Low,Maintain: Standard loyalty program
14664,Silver Tier,0,20,2,636.24,4,3,3,433,2041.4667621606457,0.2149120870941124,0.9992576644655402,2.230378857499003e-05,Low,Maintain: Standard loyalty program
14665,Silver Tier,0,61,5,1835.7,3,4,4,344,1574.3093554834225,0.1210920317008757,0.9992403370431112,2.23037885749909e-05,Low,Maintain: Standard loyalty program
14666,Silver Tier,0,24,1,195.25,4,1,1,411,1246.1579201425084,0.1067531700766435,1.0,2.2303788574990107e-05,Low,Maintain: Standard loyalty program
14667,Gold Tier,3,11,25,9175.04,5,5,5,555,6957.803441214003,0.626795838284598,0.9997898700605796,2.2303788574990463e-05,Low,Maintain: VIP loyalty program
14669,Inactive,1,242,3,1259.24,1,3,4,134,641.4686434130091,0.0545226099072911,0.9972762270112588,0.9999776962114252,High,Low Priority: Automated email only
14670,Inactive,1,280,2,392.86,1,3,2,132,332.1090813134735,0.0284270546220449,1.0,0.9999776962114252,High,Low Priority: Automated email only
14672,Inactive,1,235,2,765.5500000000001,1,3,3,133,676.5580754945664,0.0539984445452445,0.9975430924688105,0.9999776962114252,High,Low Priority: Automated email only
14673,Silver Tier,0,3,5,1736.4,5,4,4,544,1335.0051079758398,0.132817691117973,0.9996354493285036,2.2303788574990107e-05,Low,Maintain: Standard loyalty program
14675,Silver Tier,0,16,1,596.36,4,1,3,413,1363.4498314612754,0.1168111145017802,1.0,2.2303788574990107e-05,Low,Maintain: Standard loyalty program
14676,Silver Tier,0,31,6,2548.24,4,5,5,455,2241.8875050254333,0.1985702340191768,0.9994528262084492,2.230378857499003e-05,Low,Maintain: Standard loyalty program
14680,Gold Tier,3,25,16,28754.11,4,5,5,455,20691.659860564527,0.4315300067743441,0.9995818946335496,2.2303788574990937e-05,Low,Maintain: VIP loyalty program
14681,Silver Tier,0,71,3,498.95,3,3,3,333,596.9092945612434,0.0782367756491194,0.9991311516692868,2.2303788574991378e-05,Low,Maintain: Standard loyalty program
14682,Inactive,1,188,2,52.0,1,3,1,131,538.9680460730002,0.080850085746157,0.9956180204058824,0.9999776962114252,High,Low Priority: Automated email only
14684,Silver Tier,0,26,5,1201.51,4,4,4,444,1108.6707812692412,0.1343445647962151,0.9995295439639088,2.230378857499003e-05,Low,Maintain: Standard loyalty program
14687,Silver Tier,0,107,1,628.38,2,1,3,213,662.2674747601277,0.0567061099956413,1.0,0.9999776962114252,High,Send: Standard win-back offer
14688,Gold Tier,3,8,21,5579.1,5,5,5,555,4214.826164244736,0.5382699333673484,0.9998093914378154,2.2303788574990426e-05,Low,Maintain: VIP loyalty program
14689,Inactive,1,209,1,112.8,1,1,1,111,418.4224305997317,0.0358184204950175,1.0,0.9999776962114252,High,Low Priority: Automated email only
14690,Silver Tier,0,44,2,355.05,3,3,2,332,808.4530896713297,0.0995928549476676,0.9992344016463484,2.230378857499003e-05,Low,Maintain: Standard loyalty program
14691,Silver Tier,0,31,5,2114.33,4,4,5,445,2381.4842112252913,0.1633614156364774,0.999394810800178,2.2303788574989992e-05,Low,Maintain: Standard loyalty program
14692,Silver Tier,0,137,4,591.55,2,4,3,243,643.894449406677,0.1172238802218916,0.9979551272814622,0.9999776962114252,High,Send: Standard win-back offer
14693,Inactive,1,265,1,172.9,1,1,1,111,348.06446272391844,0.0297932856709015,1.0,0.9999776962114252,High,Low Priority: Automated email only
14696,Silver Tier,0,4,7,2078.95,5,5,5,555,1648.7977944800043,0.1853127837576155,0.999688690175706,2.2303788574990107e-05,Low,Maintain: Standard loyalty program
14697,Inactive,1,218,2,188.61,1,3,1,131,403.8449286955369,0.0345700032253114,1.0,0.9999776962114252,High,Low Priority: Automated email only
14698,Silver Tier,0,2,5,1217.27,5,4,4,544,3153.9953445830706,0.4828145939245803,0.9996328565825188,2.2303788574990148e-05,Low,Maintain: Standard loyalty program
14699,Inactive,1,214,1,109.13,1,1,1,111,409.5523126461623,0.035058779504,1.0,0.9999776962114252,High,Low Priority: Automated email only
14700,Silver Tier,0,32,3,2195.1,4,3,5,435,1922.7528915765429,0.1104477359911104,0.9993945124383844,2.2303788574989992e-05,Low,Maintain: Standard loyalty program
14701,Silver Tier,0,11,9,2526.09,5,5,5,555,2191.2704446213856,0.2127463065653315,0.9996498444185172,2.230378857499007e-05,Low,Maintain: Standard loyalty program
14702,Gold Tier,3,1,17,3251.79,5,5,5,555,2608.3560496342275,0.4652580751454501,0.9998356933041168,2.2303788574990463e-05,Low,Maintain: VIP loyalty program
14703,Silver Tier,0,15,1,318.17,4,1,2,412,1396.3067155040203,0.1196288779998455,1.0,2.230378857499007e-05,Low,Maintain: Standard loyalty program
14704,Silver Tier,0,11,9,1493.96,5,5,4,554,2445.5271360677907,0.425355900194767,0.9996274518401604,2.230378857499003e-05,Low,Maintain: Standard loyalty program
14705,Inactive,1,199,1,179.0,1,1,1,111,434.09180192261977,0.037160383483378,1.0,0.9999776962114252,High,Low Priority: Automated email only
14708,Silver Tier,0,3,3,1126.37,5,3,4,534,821.0671247031164,0.0775970832342107,0.9995505966235644,2.2303788574990148e-05,Low,Maintain: Standard loyalty program
14709,Silver Tier,0,15,13,4921.04,4,5,5,455,3909.898573282622,0.3323200354809971,0.9996867301552284,2.2303788574990107e-05,Low,Maintain: Standard loyalty program
14710,Silver Tier,0,14,4,599.48,4,4,3,443,2198.283313764782,0.3587564894596725,0.9993878726115584,2.2303788574989992e-05,Low,Maintain: Standard loyalty program
14711,Silver Tier,0,10,11,2839.62,5,5,5,555,3084.518620488901,0.3924789928345953,0.9996957484116784,2.230378857499007e-05,Low,Maintain: Standard loyalty program
14712,Silver Tier,0,29,3,917.07,4,3,3,433,2138.1854836233833,0.187347833248034,0.9992732965325074,2.2303788574989992e-05,Low,Maintain: Standard loyalty program
14713,Silver Tier,0,9,11,2662.2,5,5,5,555,2144.781054469964,0.2993248708450922,0.9997261489432332,2.230378857499007e-05,Low,Maintain: Standard loyalty program
14714,Silver Tier,0,24,1,160.19,4,1,1,411,1246.1579201425084,0.1067531700766435,1.0,2.2303788574990107e-05,Low,Maintain: Standard loyalty program
14715,Silver Tier,0,25,4,867.38,4,4,3,443,939.130557532093,0.1147634138912662,0.9995021505975736,2.230378857499003e-05,Low,Maintain: Standard loyalty program
14716,Silver Tier,0,43,2,307.51,3,3,2,332,797.6271667100725,0.1009705941875396,0.9992376105232526,2.230378857499003e-05,Low,Maintain: Standard loyalty program
14719,Silver Tier,0,2,5,1581.84,5,4,4,544,1825.6664702168764,0.1821164326832509,0.9996419952842718,2.2303788574990107e-05,Low,Maintain: Standard loyalty program
14720,Silver Tier,0,6,3,663.81,5,3,3,533,1530.6138902987382,0.1739346628864654,0.9995225873421186,2.2303788574990148e-05,Low,Maintain: Standard loyalty program
14722,Inactive,1,147,1,180.42,2,1,1,211,536.5721934858108,0.0459379944268682,1.0,0.9999776962114252,High,Low Priority: Automated email only
14723,Silver Tier,0,10,6,1122.36,5,5,4,554,972.6637281261936,0.1316061535351386,0.9996060247879583,2.2303788574989992e-05,Low,Maintain: Standard loyalty program
14725,Silver Tier,0,25,1,655.58,4,1,3,413,1246.1579201425084,0.1067531700766435,1.0,2.2303788574990107e-05,Low,Maintain: Standard loyalty program
14727,Inactive,1,274,1,268.58,1,1,2,112,337.9179231900678,0.0289244504441973,1.0,0.9999776962114252,High,Low Priority: Automated email only
14729,Inactive,1,374,1,313.49,1,1,2,112,262.2374002805863,0.0224445873246541,1.0,0.9999776962114252,High,Low Priority: Automated email only
14730,Silver Tier,0,1,8,1897.57,5,5,4,554,1983.7606130410777,0.237430721153094,0.9997015657918868,2.2303788574990185e-05,Low,Maintain: Standard loyalty program
14731,Silver Tier,0,47,3,380.02,3,3,2,332,787.1205491193251,0.1206534884268602,0.999255880885448,2.2303788574990148e-05,Low,Maintain: Standard loyalty program
14732,Silver Tier,0,8,8,2702.49,5,5,5,555,2364.051914650123,0.2301660416332884,0.999685172871023,2.2303788574990148e-05,Low,Maintain: Standard loyalty program
14733,Gold Tier,3,16,12,9585.91,4,5,5,455,6199.76504915248,0.3254569756740437,0.9996806456027,2.2303788574990107e-05,Low,Maintain: VIP loyalty program
14735,Gold Tier,3,4,32,6065.6900000000005,5,5,5,555,4890.935214683864,0.557199394883484,0.9998402682742544,2.230378857499157e-05,Low,Maintain: VIP loyalty program
14737,Silver Tier,0,4,3,1164.55,5,3,4,534,866.8888898399123,0.080355574216636,0.9995473499970317,2.2303788574990148e-05,Low,Maintain: Standard loyalty program
14738,Silver Tier,0,43,7,1314.45,3,5,4,354,1328.3033780898097,0.2126838465692501,0.9993563581231588,2.2303788574989992e-05,Low,Maintain: Standard loyalty program
14739,Silver Tier,0,4,7,3902.28,5,5,5,555,2708.1049903822027,0.1878633912986618,0.9996884229297122,2.2303788574990185e-05,Low,Maintain: Standard loyalty program
14740,Inactive,1,197,3,1448.21,1,3,4,134,1203.1396030073297,0.0959498847031474,0.9955072761419544,0.9999776962114252,High,Low Priority: Automated email only
14741,Silver Tier,0,12,6,1400.34,5,5,4,554,1227.8793314853976,0.1585164376312629,0.9996295009462406,2.2303788574989992e-05,Low,Maintain: Standard loyalty program
14744,Silver Tier,0,16,7,1099.98,4,5,4,454,994.5217085267832,0.1606988955563262,0.999602174360592,2.230378857499003e-05,Low,Maintain: Standard loyalty program
14745,Silver Tier,0,113,5,1220.26,2,4,4,244,1279.2144109802564,0.1295260045923956,0.9983171908645851,0.9999776962114252,High,Send: Standard win-back offer
14747,Inactive,1,249,1,328.2,1,1,2,112,364.48070425354217,0.0311990242976074,1.0,0.9999776962114252,High,Low Priority: Automated email only
14748,Silver Tier,0,29,5,1415.75,4,4,4,444,1013.1339669273328,0.105043341038882,0.9994890507774056,2.2303788574989992e-05,Low,Maintain: Standard loyalty program
14752,Silver Tier,0,44,1,389.64,3,1,2,312,1034.75663059681,0.0886287817760632,1.0,2.230378857499003e-05,Low,Maintain: Standard loyalty program
14753,Silver Tier,0,87,1,563.15,2,1,3,213,742.9194360225239,0.0636165833504001,1.0,2.230378857499728e-05,Low,Maintain: Standard loyalty program
14754,Silver Tier,0,45,2,638.05,3,3,3,333,698.7356259921787,0.0601913131065142,0.9993555579032904,2.230378857499003e-05,Low,Maintain: Standard loyalty program
14755,Silver Tier,0,10,11,5010.28,5,5,5,555,4063.3784200240902,0.3223528892478015,0.9997212715606074,2.2303788574990107e-05,Low,Maintain: Standard loyalty program
14756,Silver Tier,0,15,1,738.96,4,1,3,413,1379.6826382410247,0.1182032059450869,1.0,2.2303788574990107e-05,Low,Maintain: Standard loyalty program
14757,Silver Tier,0,75,1,420.5,2,1,2,212,804.82343769289,0.0689212587386187,1.0,2.230378857499233e-05,Low,Maintain: Standard loyalty program
14758,Silver Tier,0,145,4,1484.06,2,4,4,244,1235.9811292669797,0.1395302132290378,0.9964193933232108,0.9999776962114252,High,Send: Standard win-back offer
14759,Silver Tier,0,5,3,1625.97,5,3,4,534,1539.7627477567887,0.1126663001896197,0.999539290927022,2.2303788574990107e-05,Low,Maintain: Standard loyalty program
14760,Inactive,1,297,1,89.2,1,1,1,111,316.68489035990433,0.0271063499129958,1.0,0.9999776962114252,High,Low Priority: Automated email only
14761,Silver Tier,0,59,2,255.9,3,3,2,332,452.73250740804264,0.0543633417125802,0.9993235413011656,2.2303788574990426e-05,Low,Maintain: Standard loyalty program
14762,Inactive,1,264,1,300.52,1,1,2,112,349.1127321634966,0.0298830486396042,1.0,0.9999776962114252,High,Low Priority: Automated email only
14764,Silver Tier,0,47,1,278.3,3,1,2,312,1007.7639635956134,0.0863149271016233,1.0,2.2303788574990148e-05,Low,Maintain: Standard loyalty program
14765,Silver Tier,0,29,3,254.11,4,3,2,432,805.7039554344583,0.1384037314382159,0.9993666631544024,2.230378857499007e-05,Low,Maintain: Standard loyalty program
14766,Silver Tier,0,8,6,2473.37,5,5,5,555,2035.668403231354,0.1607055679219957,0.9996436787605336,2.2303788574990148e-05,Low,Maintain: Standard loyalty program
14768,Silver Tier,0,17,2,192.6,4,3,1,431,786.3514897021187,0.1118117418957597,0.9993988477441972,2.2303788574990148e-05,Low,Maintain: Standard loyalty program
14769,Silver Tier,0,3,8,10416.98,5,5,5,555,8018.5367698223745,0.2204465840969259,0.999720255870986,2.2303788574990226e-05,Low,Maintain: Standard loyalty program
14770,Inactive,1,232,2,876.42,1,3,3,133,784.4669145969618,0.0557808558579164,0.9973865869999584,0.9999776962114252,High,Low Priority: Automated email only
14772,Silver Tier,0,112,1,139.26,2,1,1,211,640.3162225470167,0.0548254206643806,1.0,0.9999776962114252,High,Send: Standard win-back offer
14775,Silver Tier,0,58,3,1011.9,3,3,4,334,743.5656237190018,0.07687685781717,0.99933923171698,2.2303788574990344e-05,Low,Maintain: Standard loyalty program
14776,Silver Tier,0,51,11,2538.2999999999997,3,5,5,355,2098.3906277835554,0.2778135185472284,0.999111384336306,2.2303788574990426e-05,Low,Maintain: Standard loyalty program
14778,Silver Tier,0,127,2,730.86,2,3,3,233,664.5195287336512,0.0580900407585109,0.9989217281184726,0.9999776962114252,High,Send: Standard win-back offer
14779,Inactive,1,281,3,386.15,1,3,2,132,458.3485041495789,0.0852383582548287,0.9848935314129906,0.9999776962114252,High,Low Priority: Automated email only
14780,Silver Tier,0,55,2,447.68,3,3,2,332,1147.8308378521192,0.1480126030230723,0.9988329315236308,2.2303788574990344e-05,Low,Maintain: Standard loyalty program
14782,Inactive,1,320,1,200.1,1,1,1,111,298.7303885584828,0.0255690379498354,1.0,0.9999776962114252,High,Low Priority: Automated email only
14784,Silver Tier,0,26,2,289.99,4,3,2,432,477.8172654621041,0.0558947266710263,0.9994226479369912,2.230378857499007e-05,Low,Maintain: Standard loyalty program
14785,Silver Tier,0,10,2,77.4,5,3,1,531,1761.2566128857502,0.2610389422280186,0.9993578643336372,2.2303788574990185e-05,Low,Maintain: Standard loyalty program
14788,Silver Tier,0,7,2,679.44,5,3,3,533,2379.2003170896396,0.2307984774630705,0.9994141824267117,2.2303788574990148e-05,Low,Maintain: Standard loyalty program
14789,Silver Tier,0,29,1,197.64,4,1,1,411,1194.7687753130083,0.102346913647596,1.0,2.2303788574990107e-05,Low,Maintain: Standard loyalty program
14790,Silver Tier,0,17,4,745.06,4,4,3,443,1034.8229821373882,0.1425734712776721,0.9995224946276068,2.2303788574989992e-05,Low,Maintain: Standard loyalty program
14792,Silver Tier,0,64,1,6.2,3,1,1,311,877.9831095133258,0.075191074676543,1.0,2.2303788574991174e-05,Low,Maintain: Standard loyalty program
14793,Silver Tier,0,21,1,228.99,4,1,1,411,1287.698184584735,0.1103151500121465,1.0,2.230378857499007e-05,Low,Maintain: Standard loyalty program
14794,Silver Tier,0,3,7,1319.91,5,5,4,554,1294.2984570049102,0.2032516985610129,0.9996973143037876,2.2303788574990107e-05,Low,Maintain: Standard loyalty program
14795,Inactive,1,166,1,131.45000000000002,2,1,1,211,493.1946945131873,0.0422224457165635,1.0,0.9999776962114252,High,Low Priority: Automated email only
14796,Gold Tier,3,1,17,7975.49,5,5,5,555,5921.302207641968,0.4641883290159382,0.9998357079856354,2.2303788574990503e-05,Low,Maintain: VIP loyalty program
14798,Silver Tier,0,53,3,173.74,3,3,1,331,460.6470537528943,0.0894547632671294,0.9993268482646712,2.2303788574990744e-05,Low,Maintain: Standard loyalty program
14799,Silver Tier,0,51,1,157.7,3,1,1,311,965.7756941997336,0.0827157895004857,1.0,2.2303788574990663e-05,Low,Maintain: Standard loyalty program
14800,Silver Tier,0,48,12,4331.79,3,5,5,355,3187.522469670719,0.3238195314348115,0.999214495235369,2.2303788574990344e-05,Low,Maintain: Standard loyalty program
14801,Silver Tier,0,61,1,189.34,3,1,1,311,891.4895806459505,0.0763486566622308,1.0,2.2303788574990974e-05,Low,Maintain: Standard loyalty program
14803,Inactive,1,162,3,845.5500000000001,2,3,3,233,654.3876808271186,0.0937552781020722,0.9976148170281935,0.9999776962114252,High,Low Priority: Automated email only
14804,Silver Tier,0,9,1,353.27,5,1,2,512,1505.1219667863047,0.1289614553746847,1.0,2.230378857499007e-05,Low,Maintain: Standard loyalty program
14805,Silver Tier,0,15,4,546.4,4,4,3,443,745.6741595048013,0.1201771074590702,0.9995420151446306,2.2303788574989992e-05,Low,Maintain: Standard loyalty program
14806,Silver Tier,0,75,1,193.39,2,1,1,211,804.82343769289,0.0689212587386187,1.0,2.2303788574992723e-05,Low,Maintain: Standard loyalty program
14808,Silver Tier,0,40,8,2718.6,3,5,5,355,3350.7766421388783,0.2899586774286642,0.9991056330349096,2.230378857499003e-05,Low,Maintain: Standard loyalty program
14810,Silver Tier,0,41,11,2085.33,3,5,5,355,1783.8504442560927,0.2964894604631354,0.9993845347413214,2.230378857499007e-05,Low,Maintain: Standard loyalty program
14813,Inactive,1,370,2,152.88,1,3,1,131,264.6320244409797,0.0226496025395617,1.0,0.9999776962114252,High,Low Priority: Automated email only
14815,Silver Tier,0,37,2,778.5,3,3,3,333,1484.8910951250998,0.1611251116130492,0.99910676948609,2.2303788574989992e-05,Low,Maintain: Standard loyalty program
14816,Inactive,1,197,1,271.85,1,1,2,112,435.72353274756034,0.0373001311186775,1.0,0.9999776962114252,High,Low Priority: Automated email only
14817,Inactive,1,200,2,1110.34,1,3,4,134,832.5510860528103,0.0632084105823326,0.9975401193169714,0.9999776962114252,High,Low Priority: Automated email only
14818,Silver Tier,0,74,3,657.8,2,3,3,233,956.2766313872286,0.1052684275318344,0.9990827056714088,2.230378857499177e-05,Low,Maintain: Standard loyalty program
14819,Silver Tier,0,64,2,272.07,3,3,2,332,730.5643444200094,0.0839355504173114,0.999148630457833,2.2303788574990663e-05,Low,Maintain: Standard loyalty program
14820,Silver Tier,0,21,4,507.29,4,4,3,443,1087.354240440528,0.189706809468197,0.99944392140392,2.230378857499003e-05,Low,Maintain: Standard loyalty program
14821,Inactive,1,367,1,48.8,1,1,1,111,266.45689100090283,0.0228058387806504,1.0,0.9999776962114252,High,Low Priority: Automated email only
14823,Inactive,1,180,3,321.43,1,3,2,132,639.6404085079414,0.0830197532682337,0.995822514966152,0.9999776962114252,High,Low Priority: Automated email only
14824,Silver Tier,0,10,4,1127.71,5,4,4,544,2262.2076760680684,0.2869984047447704,0.999497006911644,2.230378857499003e-05,Low,Maintain: Standard loyalty program
14825,Silver Tier,0,4,12,2221.01,5,5,5,555,1890.3155070850269,0.3247434958346554,0.9997773454009856,2.2303788574990107e-05,Low,Maintain: Standard loyalty program
14828,Inactive,1,197,3,2139.76,1,3,5,135,1517.011635041702,0.0835265085981453,0.9971271704208764,0.9999776962114252,High,Low Priority: Automated email only
14829,Silver Tier,0,29,4,697.55,4,4,3,443,662.4178140305208,0.1040905148565587,0.9994903092414704,2.2303788574989992e-05,Low,Maintain: Standard loyalty program
14830,Silver Tier,0,53,1,188.88,3,1,1,311,949.944145249896,0.0813587982568712,1.0,2.2303788574990744e-05,Low,Maintain: Standard loyalty program
14834,Silver Tier,0,18,6,1720.3,4,5,4,454,2021.4749865144493,0.2262336109566896,0.9995553081506344,2.2303788574989992e-05,Low,Maintain: Standard loyalty program
14836,Silver Tier,0,10,3,102.45,5,3,1,531,1544.0763980121606,0.3427035646121909,0.999400505518917,2.2303788574990226e-05,Low,Maintain: Standard loyalty program
14837,Silver Tier,0,90,4,1649.5,2,4,4,244,1880.844040758168,0.1698133719084137,0.9981862633956404,2.230378857500057e-05,Low,Maintain: Standard loyalty program
14840,Inactive,1,268,1,62.85,1,1,1,111,344.95708979870165,0.0295272034380185,1.0,0.9999776962114252,High,Low Priority: Automated email only
14841,Silver Tier,0,53,6,3295.76,3,5,5,355,2527.427230102504,0.1636620434754195,0.99930793126166,2.2303788574990344e-05,Low,Maintain: Standard loyalty program
14842,Silver Tier,0,44,4,2824.69,3,4,5,345,2467.3652997514946,0.1217510463060238,0.9993755455012532,2.230378857499003e-05,Low,Maintain: Standard loyalty program
14844,Silver Tier,0,64,4,3189.81,3,4,5,345,2799.70436846411,0.1480258770472968,0.9990630225866546,2.230378857499161e-05,Low,Maintain: Standard loyalty program
14847,Inactive,1,149,1,309.4,2,1,2,212,534.0998019112836,0.045726211377391,1.0,0.9999776962114252,High,Low Priority: Automated email only
14849,Gold Tier,3,22,25,7930.54,4,5,5,455,5993.369446562403,0.348168830022787,0.9996384183750292,2.2303788574990585e-05,Low,Maintain: VIP loyalty program
14850,Inactive,1,312,1,325.75,1,1,2,112,305.018777800336,0.0261074600705156,1.0,0.9999776962114252,High,Low Priority: Automated email only
14851,Silver Tier,0,23,2,511.35,4,3,3,433,690.6065910721935,0.0674203992389901,0.9994175936645132,2.230378857499007e-05,Low,Maintain: Standard loyalty program
14852,Silver Tier,0,58,6,2836.69,3,5,5,355,2779.156059442924,0.1803121075266313,0.9990776199220992,2.2303788574990426e-05,Low,Maintain: Standard loyalty program
14853,Silver Tier,0,24,2,475.8,4,3,2,432,756.6987601228686,0.0782578346179949,0.9994000874945556,2.230378857499007e-05,Low,Maintain: Standard loyalty program
14854,Silver Tier,0,78,7,2740.03,2,5,5,255,2583.8638165659786,0.2384803699001044,0.9982987270749624,2.230378857499435e-05,Low,Maintain: Standard loyalty program
14855,Silver Tier,0,119,2,645.65,2,3,3,233,1151.2507489422649,0.1077439407987064,0.9974495553458554,0.9999776962114252,High,Send: Standard win-back offer
14856,Silver Tier,0,36,3,1290.53,3,3,4,334,1801.070899396262,0.1753045589377244,0.9990526260097992,2.230378857499003e-05,Low,Maintain: Standard loyalty program
14857,Silver Tier,0,60,2,1173.12,3,3,4,334,1488.8461572312185,0.1009557561044659,0.9990907680609032,2.2303788574990385e-05,Low,Maintain: Standard loyalty program
14859,Silver Tier,0,13,4,1353.74,5,4,4,544,1701.0564547861084,0.1242201144738334,0.9994962903199366,2.230378857499003e-05,Low,Maintain: Standard loyalty program
14860,Silver Tier,0,19,1,170.32,4,1,1,411,1316.965589877716,0.1128248642298541,1.0,2.2303788574990107e-05,Low,Maintain: Standard loyalty program
14861,Silver Tier,0,52,1,125.79,3,1,1,311,957.7944940514782,0.0820316823265691,1.0,2.2303788574990785e-05,Low,Maintain: Standard loyalty program
14862,Silver Tier,0,26,2,841.2,4,3,3,433,1339.6967569975902,0.1009832699627825,0.9993630540889468,2.230378857499003e-05,Low,Maintain: Standard loyalty program
